"","artist","title","sales_price","sold_dummy","low_estimate","high_estimate","signiture","height","width","surface","created","medium","auction_lot","auction_date","auction_location"
"1527","Yayoi Kusama","DOTS",427520,1,153600,204800,"Signed and Titled",71,60.8,4316.8,"1990","Acrylic / Canvas","715","10/1/17","0"
"1528","Yayoi Kusama","INFINITY FLOWER PETALS (AAAB)",565760,1,230400,320000,"Signed and Titled",91,116.7,10619.7,"2005","Acrylic / Canvas","716","10/1/17","0"
"1529","Yayoi Kusama","HAT",144000,1,96000,121600,"Signed and Titled",15.8,22.7,358.66,"1981","Acrylic / Canvas","717","10/1/17","0"
"1530","Shiryu Morita","RYU - DRAGON",152000,1,89600,115200,"Signed and Titled",157.5,79.4,12505.5,"1964","Lacquer and aluminum flake pigment in glue medium / Paper","804","10/1/17","0"
"1531","Shiryu Morita","EN - CIRCLE",44800,1,23040,35840,NA,52.5,77,4042.5,"c. 1969","Aluminum flake pigment in glue medium / Paper","809","10/1/17","0"
"1532","Shiryu Morita","KANZAN - HAN-SHAN",192000,1,102400,153600,"Signed and Titled",78.5,143.8,11288.3,"1965","Lacquer and aluminum flake pigment in PVA glue medium / Paper","812","10/1/17","0"
"1533","Shiryu Morita","MAU - DANCE",51200,1,19200,32000,NA,78,51.3,4001.4,"c. 1969","Aluminum flake pigment in glue medium / Paper","816","10/1/17","0"
"1534","Shiryu Morita","SHIZUKA - TRANQUILITY",38400,1,25600,38400,NA,62.5,89,5562.5,"c. 9160s","Aluminum flake pigment in glue medium / Paper","818","10/1/17","0"
"1535","Walasse Ting","WOMAN WITH WATERMELON",4800,1,5120,7680,"Artist's Seal",59,48,2832,NA,"Acrylic / Paper","201","10/1/17","0"
"1536","Walasse Ting","WOMAN WITH BOUQUET",16000,1,12800,19200,"Artist's Seal",177,96,16992,NA,"Acrylic on paper laid on canvas","203","10/1/17","0"
"1537","Walasse Ting","THREE WOMEN",NA,0,17920,32000,"Artist's Seal",177,96,16992,NA,"Acrylic / Paper","205","10/1/17","0"
"1538","Walasse Ting","FLOWERS AND BIRDS",64000,1,30720,48640,"Artist's Seal",96,176,16896,NA,"Acrylic / Paper","207","10/1/17","0"
"1539","Eko Nugroho","LIFE IS A TRICK",27200,1,21760,35840,"Signed and Dated",200,150,30000,"2011","Acrylic / Canvas","208","10/1/17","0"
"1540","Rodel Tapaya","ADVICE FROM BATHALA",30400,1,19200,25600,"Signed and Dated",182,152,27664,"2012","Acrylic / Canvas","209","10/1/17","0"
"1541","Rodel Tapaya","VISITING FAMILY CAND",30400,1,15360,23040,"Signed and Dated",183,152.5,27907.5,"2008","Oil / Canvas","211","10/1/17","0"
"1542","Oky Rey Montha","(I) PRIA PEMALU (SHY MAN) (II) YOU NEVER WALK ALONE",9600,1,7680,11520,NA,NA,NA,NA,NA,"Acrylic / Canvas","212","10/1/17","0"
"1543","Andres Barrioquinto","CHASING THE SCREAM",67200,1,25600,38400,"Signed and Dated",213,152.5,32482.5,"2015","Oil / Canvas","216","10/1/17","0"
"1544","Agus Suwage","SUPERFLOWER",NA,0,23040,35840,"Signed and Dated",150,140,21000,"2003","Oil and acrylic / Canvas","217","10/1/17","0"
"1545","Natee Utarit","AESTHETIC OF CONDEMNATION NO. 1",NA,0,61440,87040,"Signed and Dated",100,150,15000,"2012","Oil / Linen","218","10/1/17","0"
"1546","Oky Rey Montha","SATISFIED",NA,0,5760,8320,"Signed and Dated",140,180,25200,"2011","Acrylic / Canvas","221","10/1/17","0"
"1547","Entang Wiharso","MY DREAM BIGGER THAN MY BODY",11200,1,8960,11520,"Signed and Dated",NA,NA,NA,"2009","Laser cut aluminum","222","10/1/17","0"
"1548","Samsul Arifin","BERDIRI DIATAS PEMBENARAN (STANDING ON JUSTIFICATION)",48000,1,25600,38400,NA,NA,NA,NA,NA,"Acrylic / Canvas","223","10/1/17","0"
"1549","S Dwi Setyo","GARDEN PARTY",10400,1,5760,8320,"Signed and Dated",170,280,47600,"2017","Oil / Canvas","225","10/1/17","0"
"1550","Ivan Lam","ANIMAL STORIES FOR MY DAUGHTER AND MICHAEL",NA,0,17920,28160,"Signed and Dated",173,152.5,26382.5,"2009","Nippon paint / Canvas on board","228","10/1/17","0"
"1551","M Irfan","BIG IDEAS NEED BIG SPACE",19200,1,15360,28160,"Signed and Dated",200,250,50000,"2011","Acrylic / Canvas","229","10/1/17","0"
"1552","Dipo Andy","ABSTRACT",NA,0,11520,19200,"Signed and Dated",250,200,50000,"2017","Acrylic / Canvas","230","10/1/17","0"
"1553","Agus Triyanto","DREAMS CREATE FUTURE",41600,1,6400,8960,"Signed and Dated",180,250,45000,"2016","Oil / Canvas","231","10/1/17","0"
"1554","Jigger Cruz","SLIP%GAKJLGD",38400,1,17920,28160,"Signed and Dated",160,222,35520,"2016","Oil / Canvas","232","10/1/17","0"
"1555","Suzlee Ibrahim","SUMMER IN BRANDE",10400,1,7680,11520,"Signed and Dated",213,165,35145,"2008","Acrylic and oil / Canvas","235","10/1/17","0"
"1556","Rafiee Ghani","THE BOOK OF TWO RIVERS",40000,1,8320,12160,"Signed and Dated",183,152,27816,"2017","Oil / Canvas","236","10/1/17","0"
"1557","Raduan Man","THE WILD ANGELS",6400,1,5120,7680,"Signed and Dated",152.5,152.5,23256.25,"2017","Oil / Linen","237","10/1/17","0"
"1558","Gede Mahendra Yasa","BETWEEN YOU, ME AND THE BEDPOST #1 & 2",62400,1,40960,74240,NA,NA,NA,NA,NA,"Acrylic / Canvas","238","10/1/17","0"
"1559","Jumaldi Alfi","COLOR GUIDE SERIES PAINTING #8",NA,0,11520,19200,"Signed and Dated",195,230,44850,"2007","Acrylic / Canvas","240","10/1/17","0"
"1560","Hamidi Hadi","MENAKUNG DI MUKA BUMI L (FLOOD ON THE EARTH'S FACE I), IN TWO PARTS",9600,1,6400,8960,NA,NA,NA,NA,NA,"Acryliclaterite stone and resin / Canvas","241","10/1/17","0"
"1561","An Hai Pham","MELODY OF THE STREET",NA,0,12800,19200,"Signed and Dated",100,200,20000,"2011","Acrylic / Canvas","242","10/1/17","0"
"1562","Mariam Sofrina","05.50 AM",8000,1,4480,7040,"Signed and Dated",96,159,15264,"2013","Oil / Canvas","245","10/1/17","0"
"1563","Wei Meng Chen","HARVEST FORMS 3",2560,1,1920,3200,"Signed and Dated",40,70,2800,"2016","Acrylic / Canvas","246","10/1/17","0"
"1564","Jumaldi Alfi","MELTING MEMORIES RE-READING LANDSCAPE #03",22400,1,17920,28160,"Signed and Dated",223,383.5,85520.5,"2011","Acrylic / Canvas","247","10/1/17","0"
"1565","Ronald Ventura","DOGWARS",565760,1,89600,115200,"Signed and Dated",123,244,30012,"2013-2017","Oil / Canvas","248","10/1/17","0"
"1566","Dang Xuan Hoa","RED MOON",NA,0,5120,6400,"Signed and Dated",119.5,129.5,15475.25,"2008","Oil / Canvas","249","10/1/17","0"
"1567","S Teddy D","END GAME",NA,0,3840,6400,"Signed and Dated",130,130,16900,"2008","Oil and acrylic / Canvas","250","10/1/17","0"
"1568","Ugo Untoro","TRAVELLING WITHOUT MOVING",NA,0,5120,7680,"Signed and Dated",100,80,8000,"2004","Oil / Canvas","251","10/1/17","0"
"1569","Dang Xuan Hoa","THE RED FAMILY",NA,0,7680,11520,"Signed and Dated",125,124,15500,"2008","Oil / Canvas","252","10/1/17","0"
"1570","Zaw Min","CHINESE TEMPLE",2560,1,1920,3200,"Signed and Dated",92,122,11224,"2001","Acrylic / Canvas","253","10/1/17","0"
"1571","Zaw Win Pe","GREEN SUNSET",2560,1,1920,3200,"Signed and Dated",56,71,3976,"2002","Oil / Canvas","255","10/1/17","0"
"1572","Moat Thone","BUDDHA AND BANYAN TREE",2880,1,2560,3840,"Signed and Dated",91,121,11011,"2005","Oil / Canvas","256","10/1/17","0"
"1573","Aung Myint","(EXPRESSION) THE FACES",6080,1,4480,7040,"Signed and Dated",119.5,86,10277,"2013","Acrylic / Canvas","257","10/1/17","0"
"1574","San Minn","TEA SHOP",6720,1,6400,8960,"Signed and Dated",86,59.5,5117,"1983","Oil / Canvas","258","10/1/17","0"
"1575","Chan Su Nyein","LANDSCAPE 8",2400,1,1920,3200,"Signed and Dated",91,121,11011,"1992","Acrylic / Canvas","259","10/1/17","0"
"1576","U Ba Thet","THE PAGODA",11200,1,10240,19200,"Signed",39.5,30,1185,NA,"Oil / Board","260","10/1/17","0"
"1577","San Win","BAGAN",30400,1,25600,38400,"Signed and Dated",40,79,3160,"1979","Oil / Canvas","261","10/1/17","0"
"1578","Ngwe Gaing","ELEPHANTS AND TRUCKS WITH LOGS",76800,1,38400,64000,"Signed and Dated",67,91,6097,"1965","Oil / Canvas","262","10/1/17","0"
"1579","Wae Aung Min","INLAY LAKE",5600,1,5120,7680,"Signed and Dated",91.5,61.5,5627.25,"1996","Acrylic / Canvas","263","10/1/17","0"
"1580","Gywe U Lun","TWO LADIES IN THE RAIN",NA,0,6400,8960,"Signed and Dated",61,91,5551,"2011","Oil / Canvas","265","10/1/17","0"
"1581","U Hla Shein","PAGODA AND THE WATERFALL",NA,0,12800,19200,"Signed and Dated",46,50,2300,"1963","Oil / Canvas","266","10/1/17","0"
"1582","Le Pho","ROSES ET GLA?EULS (ROSES AND GLADIOLI)",35200,1,11520,19200,"Signed and Dated",73.5,93,6835.5,"1978","Oil / Canvas","270","10/1/17","0"
"1583","Le Pho","LES ROSES TR?MI?RES (THE HOLLYHOCKS)",NA,0,15360,23040,"Signed",58,71,4118,NA,"Oil on silk mounted on board","271","10/1/17","0"
"1584","Le Pho","TENDRESSE MATERNELLE (MATERNAL TENDERNESS)",30400,1,15360,23040,"Signed",45.5,33,1501.5,NA,"Oil on silk mounted on board","272","10/1/17","0"
"1585","Le Pho","JEUNES FILLES AUX FLEURS DE P?CHES (YOUNG GIRLS WITH PEACH FLOWERS)",32000,1,20480,28160,"Signed",70,43.5,3045,NA,"Oil and gouache on silk mounted on board","273","10/1/17","0"
"1586","Vu Cao Dam","MOTHER AND CHILD",28800,1,20480,33280,"Signed and Dated",71.5,59,4218.5,"1959","Oil / Canvas","275","10/1/17","0"
"1587","Vu Cao Dam","LE PO?TE (THE POET)",16000,1,15360,23040,"Signed and Dated",73,91.5,6679.5,"1978","Oil / Canvas","276","10/1/17","0"
"1588","Vu Cao Dam","LE RETOUR (THE RETURN)",13600,1,7680,11520,"Signed and Dated",25.5,33.5,854.25,"1974","Oil / Canvas","277","10/1/17","0"
"1589","Vu Cao Dam","IDYLLE (IDYLL)",5600,1,3072,4480,"Signed and Dated",33.5,24,804,"1968","Oil / Canvas","278","10/1/17","0"
"1590","Vu Cao Dam","DEUX FILLES (TWO LADIES)",19200,1,10240,15360,"Signed and Dated",46,38,1748,"1955","Oil / Board","279","10/1/17","0"
"1591","Vu Cao Dam","LE PO?TE ROUGE (THE RED POET)",9600,1,6400,8960,"Signed and Dated",31.5,22.5,708.75,"1974","Oil / Canvas","280","10/1/17","0"
"1592","Le Pho","LA R?VEUSE (THE DREAMER)",72000,1,25600,38400,"Signed and Dated",70,82,5740,"1930","Oil / Canvas","281","10/1/17","0"
"1593","Joseph Inguimberty","LE REPOS (REST)",96000,1,76800,102400,"Signed and Dated",97,130,12610,"1938","Oil / Canvas","282","10/1/17","0"
"1594","Le Pho","MOTHER AND CHILD IN A GARDEN",35200,1,15360,28160,"Signed",91,72.5,6597.5,NA,"Oil / Canvas","283","10/1/17","0"
"1595","Le Pho","LES FLEURS DANS UN VASE (FLOWERS IN A VASE)",9600,1,7680,11520,"Signed",31.5,44.5,1401.75,NA,"Oil / Canvas","284","10/1/17","0"
"1596","Le Pho","SUR LA TERRASE (ON THE TERRACE)",51200,1,28160,44800,"Signed",146.5,95.5,13990.75,NA,"Oil / Canvas","285","10/1/17","0"
"1597","Le Pho","LA CUEILLETTE DES LOTUS (LOTUS HARVEST)",320000,1,99840,204800,"Signed",95.5,59,5634.5,"1940","Oil and gouache / Silk","286","10/1/17","0"
"1598","Le Pho","A VASE OF FLOWERS",20800,1,7680,11520,"Signed",45.5,26.5,1205.75,NA,"Oil on silk mounted on board","287","10/1/17","0"
"1599","Le Pho","VASE D'IRIS (VASE OF IRISES)",35200,1,15360,23040,"Signed",63.5,38,2413,NA,"Oil and gouache / Silk","288","10/1/17","0"
"1600","Le Pho","STILL LIFE",7680,1,5120,7680,"Signed",31.5,22,693,NA,"Oil / Canvas","291","10/1/17","0"
"1601","Le Pho","VASE DES FLEURS (A VASE OF FLOWERS)",35200,1,10240,15360,"Signed",73,54,3942,NA,"Oil / Canvas","292","10/1/17","0"
"1602","Le Pho","WOMAN WITH FLOWERS",20800,1,12800,19200,"Signed",48,63,3024,NA,"Oil on silk mounted to board","293","10/1/17","0"
"1603","Le Pho","LES PIVOINES",20800,1,15360,23040,"Signed",63.5,90.5,5746.75,NA,"Oil on silk mounted on board","295","10/1/17","0"
"1604","Le Pho","PIVOINES ET PAVOTS (PEONIES AND POPPIES)",25600,1,17920,28160,"Signed",91,58,5278,NA,"Oil on silk mounted on board","296","10/1/17","0"
"1605","Nguyn Van Tay","LE BANANIER (BANANA TREE)",8000,1,6400,8960,"Signed",90,60,5400,"c. 1938","Lacquer on wood panel","304","10/1/17","0"
"1606","Alix Ayme","JEUNE FILLE AVEC ANEMONES (YOUNG LADY WITH ANEMOES)",16000,1,5120,7680,"Inscribed and Signed",46,32,1472,"c. 1940s","Lacquer on wood panel","306","10/1/17","0"
"1607","Van Tho Tran","FESTIVAL DAY",10400,1,6400,8960,"Signed",40,64,2560,"c. 1950","Lacquer on wood panel","307","10/1/17","0"
"1608","Le Thi Luu","GIRL WITH FLOWER",13600,1,7680,11520,"Signed and Dated",23,15.5,356.5,"1959","Oil and gouache / Silk","313","10/1/17","0"
"1609","Nguyen TriMinh","HARBOUR SCENE",6400,1,5120,7680,"Signed",43,72,3096,"c. 1960","Oil / Canvas","316","10/1/17","0"
"1610","Hong Cam Hoang","UNTITLED (STREET HAWKERS)",2560,1,2560,3840,"Signed and Dated",79,99,7821,"2007","Oil / Canvas","317","10/1/17","0"
"1611","Le Pho","LES COQUELICOTS JAUNES (YELLOW POPPIES)",NA,0,10240,15360,"Signed",64,80,5120,NA,"Oil / Canvas","318","10/1/17","0"
"1612","Le Pho","LES DAHLIAS ROUGES (THE RED DAHLIAS)",19200,1,15360,23040,"Signed",73.5,50,3675,NA,"Oil on silk mounted on board","319","10/1/17","0"
"1613","Louis Rollet","VIEW OVER THE SOUTH SEA OF VIETNAM",6080,1,3072,4480,"Signed",46,61,2806,"c. 1940","Oil / Board","322","10/1/17","0"
"1614","Choh Tan","SHOPHOUSES",16000,1,7680,11520,"Signed and Dated",53,65,3445,"1996","Oil / Canvas","327","10/1/17","0"
"1615","Choh Tan","BALINESE PROCESSION",11200,1,7680,11520,"Signed and Dated",53,65,3445,"1996","Oil / Canvas","328","10/1/17","0"
"1616","Tay Bak Koi","BUFFALOES",38400,1,17920,32000,"Signed and Dated",94,136.5,12831,"1994","Oil / Canvas","329","10/1/17","0"
"1617","Aw Tee Hong","UNTITLED (STREET HAWKERS)",NA,0,6400,8960,"Signed and Dated",30.5,178,5429,"2009","Oil / Canvas","333","10/1/17","0"
"1618","Mauro Malang Santos","YELLOW VENDOR",105600,1,5120,7680,"Signed and Dated",89,89,7921,"1985","Acrylic / Canvas on board","340","10/1/17","0"
"1619","Kiukok Ang","SEATED FIGURE",60800,1,25600,38400,"Signed and Dated",79.5,59.5,4730.25,"1986","Oil / Canvas","342","10/1/17","0"
"1620","Fernando Cueto Amorsolo","UNDER THE TREE",80000,1,25600,38400,"Signed and Dated",51,66.5,3391.5,"1961","Oil / Canvas","343","10/1/17","0"
"1621","Fernando Cueto Amorsolo","PLANTING RICE",115200,1,51200,76800,"Signed and Dated",47.5,65,3087.5,"1934","Oil / Canvas on board","345","10/1/17","0"
"1622","Cesar Buenaventura y Espinosa","RICE TERRACES",NA,0,6400,8960,"Signed and Dated",54.5,69.5,3787.75,"1954","Oil / Canvas","346","10/1/17","0"
"1623","Fernando Cueto Amorsolo","PORTRAIT OF SARA SALEEBY",6400,1,5120,7680,"Signed and Dated",45,34,1530,"1938","Oil / Canvas on board","347","10/1/17","0"
"1624","Fernando Cueto Amorsolo","DANCING COUPLE",108800,1,30720,48640,"Signed and Dated",63,88,5544,"1952","Oil / Canvas","348","10/1/17","0"
"1625","Fernando Cueto Amorsolo","SEASCAPE",64000,1,30720,44800,"Signed and Dated",68,88,5984,"1946","Oil / Canvas","349","10/1/17","0"
"1626","Liu Kang","FISHERMEN BY BOATS",48000,1,38400,64000,"Signed",48,56,2688,"1981","Oil / Masonite","350","10/1/17","0"
"1627","Fernando Zobel de Ayala Montojo","COMP?S EN SIESTA (PAUSED RHYTHM)",72000,1,61440,87040,"Signed and Dated",80,80,6400,"1970","Oil / Canvas","362","10/1/17","0"
"1628","Abdul Aziz","VIHARA SEMAR SIRI NO. 5",NA,0,3840,6400,NA,91.5,76.5,6999.75,NA,"Oil / Canvas","364","10/1/17","0"
"1629","Romeo Villalva Tabuena","ABSTRACT COMPOSITION",8000,1,5120,7680,"Signed and Dated",70.5,59,4159.5,"1956","Oil on card paper","371","10/1/17","0"
"1630","Wee Shoo Leong","BIRDCAGE",NA,0,5120,7680,"Signed and Dated",63.5,76,4826,"1990","Oil / Canvas","372","10/1/17","0"
"1631","Romeo Villalva Tabuena","CANDY SELLER WITH ROOSTER",8000,1,6400,8960,"Signed and Dated",77,57,4389,"1969","Acrylic / Masonite","373","10/1/17","0"
"1632","Antonio Maria Blanco","BALINESE DANCING GIRL",64000,1,23040,35840,"Signed",44,56.5,2486,NA,"Oil / Canvas","376","10/1/17","0"
"1633","Emil Rizek","A VILLAGE IN INDONESIA",12800,1,10240,19200,"Signed and Dated",80,66,5280,"1929","Oil / Canvas","377","10/1/17","0"
"1634","Auke Cornelius Sonnega","DUA GADIS (TWO GIRLS)",NA,0,12800,19200,"Signed and Dated",27.5,59.5,1636.25,"1956","Oil / Canvas","382","10/1/17","0"
"1635","Hans Snel","PORTRAIT OF A BALINESE WOMAN",6400,1,5120,7680,"Signed and Dated",49.5,40,1980,"1956","Oil / Canvas","383","10/1/17","0"
"1636","Theo Meier","PORTRAIT OF THE ARTIST'S WIFE MAD?H PERGI WITH MOUNT GUNUNG AGUNG",NA,0,20480,35840,"Signed and Dated",78.5,75,5887.5,"1954","Oil / Canvas","385","10/1/17","0"
"1637","Adrien Jean Le Mayeur de Merpres","TWO WOMEN AT SANUR BEACH",25600,1,20480,35840,"Signed",22,26.5,583,NA,"Oil / Panel","386","10/1/17","0"
"1638","Theo Meier","MOUNT AGUNG",20800,1,15360,23040,"Signed and Dated",113,94,10622,"1958","Oil / Cloth","388","10/1/17","0"
"1639","Arie Smit","BALINESE LANDSCAPE",67200,1,25600,38400,"Signed",42,83.5,3507,NA,"Oil / Canvas","389","10/1/17","0"
"1640","Theo Meier","MY FAVOURITE MODEL, KAN KEO POSING IN FRONT OF THE MAE PING RIVER DURING THE SUNSET",NA,0,23040,35840,"Signed and Dated",133,63.5,8445.5,"7/3/71","Oil / Canvas","390","10/1/17","0"
"1641","Gerard Pieter Adolfs","PASAR",NA,0,6400,8960,"Signed",64,94.5,6048,NA,"Oil / Canvas","391   WITHDRAWN","10/1/17","0"
"1642","Frits Lucien Ohl","(I) HARBOUR SCENE WITH SAMPANS (II) RICE FIELD (III) ON THE WAY",3840,1,3840,6400,NA,NA,NA,NA,NA,"Oil / Canvas","392","10/1/17","0"
"1643","Arie Smit","JIM'S GARDEN IN SANUR",38400,1,15360,23040,"Signed and Dated",42.5,55,2337.5,"1956","Acrylic / Canvas","393","10/1/17","0"
"1644","Arie Smit","HABIS NONTON MALAM ANAK-ANAK PULANG",NA,0,5120,7680,"Signed and Dated",30,40,1200,"2003","Acrylic / Canvas","395","10/1/17","0"
"1645","Arie Smit","BALI - THE SEA OFF SANUR",5600,1,5120,7680,"Signed and Dated",29,33.5,971.5,"1986","Oil and acrylic / Canvas on board","396","10/1/17","0"
"1646","Roland Strasser","STILL LIFE",NA,0,3840,6400,"Signed",52,39.5,2054,NA,"Oil / Canvas","397","10/1/17","0"
"1647","Arie Smit","THE VILLAGE",6400,1,5120,7680,"Signed and Dated",35,55,1925,"2010","Acrylic / Canvas","398","10/1/17","0"
"1648","Arie Smit","BALI LANDSCAPE",NA,0,7680,11520,"Signed and Dated",30,43,1290,"1989","Oil and acrylic / Canvas on board","399","10/1/17","0"
"1649","Arie Smit","LANDSCAPE IN NORTH OF BALI",NA,0,4480,7040,"Signed and Dated",22,29,638,"1984","Oil and acrylic / Canvas on board","400","10/1/17","0"
"1650","Anton Huang","UNTITLED (CILI CILI SERIES)",10400,1,3840,6400,"Signed and Dated",33.5,27.5,921.25,"1983","Oil / Canvas","401","10/1/17","0"
"1651","Shrihadi Soedarsono","DANCER",24000,1,17920,28160,"Signed and Dated",52.5,44.5,2336.25,"1986","Oil / Canvas","403","10/1/17","0"
"1652","Abdul Aziz","MOTHER AND CHILD",6400,1,5120,7680,"Signed and Dated",49.5,39,1930.5,"1978","Oil / Canvas","404","10/1/17","0"
"1653","Sudjana Kerton","AFFANDI MAKAN SEMANGKA (AFFANDI EATING WATERMELON)",152000,1,51200,76800,NA,89,57,5073,"1962","Oil / Canvas","407","10/1/17","0"
"1654","Shrihadi Soedarsono","BALI BEACH (SEASCAPE IN BALI)",152000,1,57600,83200,"Signed and Dated",100,130,13000,"1981","Oil / Canvas","408","10/1/17","0"
"1655","Sudjana Kerton","MORNING MIST",10400,1,10240,15360,"Signed",66,97.5,6435,NA,"Oil / Canvas","409","10/1/17","0"
"1656","Rusli","PASAR DI BALI (MARKET IN BALI)",NA,0,11520,19200,"Signed and Dated",90,117.5,10575,"1967","Oil / Canvas","410","10/1/17","0"
"1657","Kusama Affandi","PALM TREES",76800,1,61440,87040,"Signed and Dated",112,134,15008,"1982","Oil / Canvas","411","10/1/17","0"
"1658","Kusama Affandi","STUDY SELF PORTRET (SELF-PORTRAIT STUDY)",88000,1,70400,102400,"Signed and Dated",55,48,2640,"1960","Oil / Canvas","412","10/1/17","0"
"1659","Kusama Affandi","LANDSCAPE",76800,1,61440,87040,"Signed and Dated",63,79,4977,"1956","Oil / Canvas","413","10/1/17","0"
"1660","Kusama Affandi","COCKFIGHT",112000,1,89600,153600,"Signed and Dated",101,129,13029,"1962","Oil / Canvas","415","10/1/17","0"
"1661","Hendra Gunawan","CLOTHES VENDORS",304000,1,153600,230400,"Signed",89,133,11837,NA,"Oil / Canvas","418","10/1/17","0"
"1662","Hendra Gunawan","PENJUAL AYAM (CHICKEN SELLERS)",NA,0,89600,115200,"Signed and Dated",107,107,11449,"1973","Oil / Canvas","419","10/1/17","0"
"1663","Hendra Gunawan","BATHERS",128000,1,102400,192000,"Signed and Dated",146,73.5,10731,"1973","Oil / Canvas","421","10/1/17","0"
"1664","Sindudarsono Sudjojono","FESTIVITIES",NA,0,25600,38400,"Signed and Dated",67,45,3015,"1968","Oil / Canvas","422","10/1/17","0"
"1665","Manfong Lee","GOLDFISH",NA,0,38400,64000,"Inscribed and Signed",122,60,7320,NA,"Oil / Masonite","423","10/1/17","0"
"1666","Manfong Lee","RABBITS",48000,1,38400,64000,"Signed",120,42,5040,NA,"Oil / Masonite","425","10/1/17","0"
"1667","Manfong Lee","GOLDFISH",NA,0,33280,48640,"Signed",122,60,7320,NA,"Oil / Masonite","426","10/1/17","0"
"1668","Manfong Lee","READING WHILE RIDING",76800,1,61440,87040,"Signed",122,60,7320,"1975","Oil / Masonite","427","10/1/17","0"
"1669","Manfong Lee","SATAY MAN WITH CLOSED UMBRELLA",128000,1,102400,192000,"Signed",122,60,7320,NA,"Oil / Masonite","428","10/1/17","0"
"1670","Li Yuan-Chia","SENZA TITOLO",24000,1,6400,12800,"Signed",34.5,21.5,741.75,"1957","Oil / Canvas on board","1001","9/30/17","0"
"1671","Li Yuan-Chia","SENZA TITOLO",38400,1,12800,25600,"Signed and Dated",36,53,1908,"1967","Oil / Canvas on board","1002","9/30/17","0"
"1672","Jangeng Wang","SENZA TITOLO",4160,1,1024,1536,"Inscribed and Signed",44,66,2904,"1963","Oil / Canvas","1003","9/30/17","0"
"1673","Chin Hsiao","DANCING LIGHTS 17",765440,1,76800,128000,"Signed and Dated",130,160,20800,"1964","Acrylic / Canvas","1004","9/30/17","0"
"1674","Chin Hsiao","IL SOLE 7",192000,1,38400,64000,"Signed and Dated",100,130,13000,"1964","Acrylic / Canvas","1005","9/30/17","0"
"1675","Li Yuan-Chia","SENZA TITOLO",80000,1,8960,17920,"Signed",70,25,1750,"1960","Oil and goldfoil / Canvas on board","1006","9/30/17","0"
"1676","Wou-Ki Zao","05.07.67",734720,1,512000,768000,"Signed",46,50,2300,"1967","Oil / Canvas","1011","9/30/17","0"
"1677","Teh-Chun Chu","LE 28 DECEMBRE 1978",995840,1,448000,704000,"Signed and Dated",146,114,16644,"1978","Oil / Canvas","1012","9/30/17","0"
