artist,title,online_dummy,sales_dollar,dummy_sold,low_estimate_dollar,high_estimate_dollar,signed,size_cm,edition,foundry,created,category,Medium,auction_lot,auction_date,auction_location
Kinichiro Ishikawa,KOSHU LANDSCAPE,0,,0,2562,5120,Signed,24.20cm x 33.50cm,,,,Works on Paper,Watercolor / Paper,850,10/6/19,Sotheby's Hong Kong
Shoukun Lü,HARBOUR SCENE,0,,0,12810,25620,Signed and Dated,20.00cm x 92.70cm,,,1961,Works on Paper,Ink and colour / Paper,851,10/6/19,Sotheby's Hong Kong
Chi-Kwan Chen,TWILIGHT,0,,0,23060,44840,Artist's Seal,23.00cm x 120.00cm,,,1966,Works on Paper,Ink and colour / Paper,852,10/6/19,Sotheby's Hong Kong
Xingjian Gao,SNOW,0,,0,5120,10250,Signed and Dated,59.80cm x 72.70cm,,,2013,Works on Paper,Ink / Canvas,853,10/6/19,Sotheby's Hong Kong
Xingjian Gao,ENLIGHTENMENT,0,,0,3843,7690,Signed and Dated,66.80cm x 58.80cm,,,2000,Works on Paper,Ink / Paper,854,10/6/19,Sotheby's Hong Kong
Xingjian Gao,L'OEIL,0,,0,12810,25620,Artist's Seal,84.00cm x 152.50cm,,,,Works on Paper,Ink / Paper on board,855,10/6/19,Sotheby's Hong Kong
Wong & Hui Wucius & Pat,SPLASHED-COLOUR CALLIGRAPHY,0,,0,2562,5120,Inscribed,68.50cm x 138.00cm,,,1987,Works on Paper,Watercolor and ink / Paper,856,10/6/19,Sotheby's Hong Kong
C C (Wang Chi-Chien) Wang,A. QUN YI JU B. QUN YI TANG (2),0,,0,1281,2562,Inscribed and Signed,,,,1987,Works on Paper,Ink / Paper,857,10/6/19,Sotheby's Hong Kong
Leonard Tsuguharu Foujita,L’ATTENTE,0,9610,1,3843,7690,Signed and Dated,20.50cm x 13.00cm,,,1956,Works on Paper,Pencil / Paper,860,10/6/19,Sotheby's Hong Kong
Leonard Tsuguharu Foujita,LA PETITE CUISINIÈRE,0,12810,1,3843,7690,Signed,21.50cm x 14.50cm,,,,Works on Paper,Pencil on tracing paper,861,10/6/19,Sotheby's Hong Kong
Leonard Tsuguharu Foujita,TÊTE DE CHRIST,0,10410,1,3843,7690,Signed and Dated,27.30cm x 24.40cm,,,1966,Works on Paper,Watercolor / Paper,862,10/6/19,Sotheby's Hong Kong
Armand Pierre Arman,WAITING TO EXHALE,0,3202,1,2562,5120,Signed,33.00cm x 15.20cm x 42.50cm,10/100,,1997,Sculptures,Cigars in acrylic,864,10/6/19,Sotheby's Hong Kong
Kan Ho,SENZA TITOLO (FOUR WORKS),0,1601,1,1281,2562,Signed,,,,,Sculptures,Ceramic,865,10/6/19,Sotheby's Hong Kong
Po Yong Huang,POSSIBILITÀ DI RITORNO,0,1281,1,1024,1537,Signed and Dated,35.00cm x 69.50cm,,,1964,Paintings,Oil / Canvas,866,10/6/19,Sotheby's Hong Kong
Chin Hsiao,PINTURA - Y,0,44840,1,12810,25620,Signed and Dated,150.00cm x 65.00cm,,,1959,Paintings,Oil / Canvas,867,10/6/19,Sotheby's Hong Kong
Guangyi Wang,MAGRITTE (FROM THE GREAT CRITICISM SERIES),0,96080,1,38430,64050,Signed and Dated,199.50cm x 198.50cm,,,2005,Paintings,Oil / Canvas,1101,10/6/19,Sotheby's Hong Kong
Shan Li,RED YOUNG MAO,0,32030,1,25620,38430,Signed and Dated,106.00cm x 135.00cm,,,1995,Paintings,Acrylic and silkscreen ink / Canvas,1102,10/6/19,Sotheby's Hong Kong
Guangyi Wang,VISA ON RED BACKGROUND,0,88070,1,44840,70460,Signed and Dated,150.00cm x 150.00cm,,,1995,Paintings,Oil / Canvas,1103,10/6/19,Sotheby's Hong Kong
Zhigang Tang,CHILDREN MEETING NO. 9,0,51240,1,15370,23060,Signed and Dated,162.00cm x 130.00cm,,,1999,Paintings,Oil / Canvas,1104,10/6/19,Sotheby's Hong Kong
Xiaogang Zhang,YELLOW BABY NO. 2 (FROM THE BLOODLINE SERIES),0,272210,1,76860,102480,Signed and Dated,129.50cm x 99.50cm,,,1998,Paintings,Oil / Canvas,1105,10/6/19,Sotheby's Hong Kong
Chunya Zhou,GREEN DOG,0,560440,1,384300,640500,Signed and Dated,150.00cm x 120.50cm,,,1998,Paintings,Oil / Canvas,1106,10/6/19,Sotheby's Hong Kong
Fanzhi Zeng,MASK SERIES NO. 16,0,1329040,1,768600,1024800,Signed and Dated,150.00cm x 130.00cm,,,1997,Paintings,Oil / Canvas,1107,10/6/19,Sotheby's Hong Kong
Liu Ye,SMOKE,0,6684510,1,3202500,4483500,Signed and Dated,178.00cm x 356.50cm,,,2001-02,Paintings,Acrylic / Canvas,1108,10/6/19,Sotheby's Hong Kong
Fang Lijun,1998.1,0,480380,1,256200,384300,Signed and Dated,300.00cm x 200.00cm,,,1998,Paintings,Acrylic / Canvas,1109,10/6/19,Sotheby's Hong Kong
Minjun Yue,CONTEMPORARY TERRACOTTA WARRIORS - 2 (NINE WORKS),0,336260,1,102480,128100,Signed and Dated,,,,2000,Paintings,Acrylic on fiberglass reinforced plastic,1110,10/6/19,Sotheby's Hong Kong
Fang Lijun,2001.1.5,0,240190,1,76860,102480,Signed and Dated,180.00cm x 250.00cm,,,2001,Paintings,Acrylic / Canvas,1111,10/6/19,Sotheby's Hong Kong
Sui Jianguo,MADE IN CHINA (TWO WORKS),0,64050,1,12810,23060,Unavailable,,,,2002,Paintings,Painted fiberglass,1112,10/6/19,Sotheby's Hong Kong
Zhang Huan,PEACE 1 (2),0,120090,1,64050,102480,Signed and Dated,,3-Feb,,2001,Sculptures,Cast bronze bell and gild cast bronze body,1113,10/6/19,Sotheby's Hong Kong
Du Wang,ENTER!,0,12810,1,10250,15370,Unavailable,250.00cm x 150.00cm x 160.00cm,From an edition of 8,,2004,Sculptures,Acrylic polyester and resin,1114,10/6/19,Sotheby's Hong Kong
Guangyi Wang,MATERIALIST,0,35230,1,12810,25620,Signed and Dated,200.00cm x 88.50cm x 98.00cm,6-Mar,,2002,Sculptures,Painted polyester resin,1115,10/6/19,Sotheby's Hong Kong
Wenda Gu,SILK ROAD NO. 1,0,27220,1,17930,25620,Artist's Seal,341.00cm x 190.00cm,,,2000,Mixed Media,"Human hair, glue and ink on rice paper, mounted on traditional paper with silk borders",1116,10/6/19,Sotheby's Hong Kong
Jin Wang,DREAM OF CHINA,0,20820,1,12810,25620,Stamped,157.00cm x 210.00cm x 20.00cm,,,2005,Sculptures,"Transparent polyvinyl, embroidery with nylon threads, iron chain and hook",1117,10/6/19,Sotheby's Hong Kong
Wei Liu,WHO AM I?,0,208160,1,115290,192150,Signed and Dated,200.00cm x 150.00cm,,,2001,Paintings,Oil / Canvas,1118,10/6/19,Sotheby's Hong Kong
Lin Tianmiao,FOCUS #43,0,,0,8970,12810,Signed and Dated,167.00cm x 138.50cm,,,2003,Mixed Media,Thread and digital photo / Canvas,1119,10/6/19,Sotheby's Hong Kong
Wei Guo,"INDOOR: MOSQUITOES AND MOTHS, NO. 17",0,15210,1,8970,12810,Signed and Dated,199.00cm x 179.50cm,,,2000,Paintings,Acrylic / Canvas,1120,10/6/19,Sotheby's Hong Kong
Minjun Yue,KITES,0,944740,1,640500,896700,Signed and Dated,181.00cm x 248.00cm,,,1993,Paintings,Oil / Canvas,1121,10/6/19,Sotheby's Hong Kong
Fanzhi Zeng,SCAPES,0,760270,1,640500,896700,Signed and Dated,165.50cm x 250.50cm,,,2005,Paintings,Oil / Canvas,1122,10/6/19,Sotheby's Hong Kong
Zhang Huan,FAMILY TREE (IN 9 PARTS),0,224180,1,64050,89670,Unavailable,,,,2000,Paintings,Chromogenic prints and hand-drawn marker pen,1123,10/6/19,Sotheby's Hong Kong
Xiaogang Zhang,BIG FAMILY NO. 16 (FROM THE BLOODLINE SERIES),0,4172860,1,2562000,3843000,Signed and Dated,200.00cm x 250.00cm,,,1998,Paintings,Oil / Canvas,1124,10/6/19,Sotheby's Hong Kong
Xiaogang Zhang,FATHER AND DAUGHTER NO. 1,0,714160,1,217770,320250,Signed and Dated,200.00cm x 260.50cm,,,2006,Paintings,Oil / Canvas,1125,10/6/19,Sotheby's Hong Kong
Hao Zeng,"12 JUNE, 2002",0,8810,1,2562,5120,Signed and Dated,238.00cm x 197.00cm,,,2002,Paintings,Oil / Canvas,1127,10/6/19,Sotheby's Hong Kong
Sui Jianguo,CLOTHES VEIN STUDY - DISCOBOLUS,0,67250,1,25620,38430,Unavailable,165.00cm x 70.00cm x 110.00cm,,,1998,Sculptures,Bronze with patina,1128,10/6/19,Sotheby's Hong Kong
Wei Dong,FIRST DAY,0,30420,1,12810,25620,Signed,150.00cm x 90.00cm,,,2004,Paintings,Acrylic / Canvas,1129,10/6/19,Sotheby's Hong Kong
Guangyi Wang,ARTCO (FROM THE GREAT CRITICISM SERIES),0,176140,1,38430,64050,Signed and Dated,158.50cm x 158.50cm,,,2005,Paintings,Oil / Canvas,1130,10/6/19,Sotheby's Hong Kong
Nicolas Party,PORTRAIT,0,729530,1,256200,384300,Signed and Dated,170.00cm x 150.00cm,,,2015,Works on Paper,Pastel / Canvas,1131,10/6/19,Sotheby's Hong Kong
Liu Ye,I AM A SOLDIER,0,1436640,1,512400,768600,Signed and Dated,60.00cm x 40.00cm,,,1999,Paintings,Acrylic / Canvas,1132,10/6/19,Sotheby's Hong Kong
Tomoo Gokita,SOLID STATE SURVIVOR,0,744900,1,320250,448350,Signed and Dated,194.00cm x 162.00cm,,,2009,Paintings,Acrylic and gouache / Linen,1133,10/6/19,Sotheby's Hong Kong
Yoshitomo Nara,LOOKING AT YOU,0,4787740,1,1793400,2818200,Signed and Dated,91.00cm x 73.00cm,,,2007,Paintings,Acrylic / Canvas,1134,10/6/19,Sotheby's Hong Kong
Eddie Martinez,RUMBLE,0,668040,1,76860,102480,Signed and Dated,152.90cm x 213.60cm,,,2012,Paintings,Oil and spray paint / Canvas,1135,10/6/19,Sotheby's Hong Kong
KAWS,UNTITLED (KIMPSONS #1),0,7414040,1,6148800,8710800,Unavailable,274.50cm x 244.00cm,,,2004,Paintings,Acrylic / Canvas,1136,10/6/19,Sotheby's Hong Kong
Jonas Wood,YELLOW CLIPPING 2,0,480380,1,384300,640500,Signed and Dated,165.30cm x 101.70cm,,,2017,Paintings,Oil and acrylic / Linen,1137,10/6/19,Sotheby's Hong Kong
Yayoi Kusama,PUMPKIN,0,3557980,1,1255380,2152080,Signed and Dated,72.70cm x 91.00cm,,,1991,Paintings,Acrylic / Canvas,1138,10/6/19,Sotheby's Hong Kong
Wei Liu,WATERMELON,0,929370,1,384300,640500,Signed and Dated,200.00cm x 60.00cm,,,2004,Paintings,Acrylic / Canvas,1139,10/6/19,Sotheby's Hong Kong
Ed Ruscha,POINT BLANK,0,4019140,1,3202500,5764500,Signed and Dated,183.80cm x 183.80cm,,,1988,Paintings,Acrylic and oil / Canvas,1140,10/6/19,Sotheby's Hong Kong
Robert E (Clark) Indiana,EIGHT,0,,0,384300,640500,Stamped,198.00cm x 188.00cm x 96.50cm,6-May,,1980-2003,Sculptures,Polychrome aluminium on aluminium base,1141,10/6/19,Sotheby's Hong Kong
Yoshitomo Nara,KNIFE BEHIND BACK (ESTIMATE UPON REQUEST),0,25068660,1,,,Signed and Dated,234.00cm x 208.00cm,,,2000,Paintings,Acrylic / Canvas,1142,10/6/19,Sotheby's Hong Kong
Luc Tuymans,ALLO! III,0,913990,1,717360,973560,Signed and Dated,126.90cm x 175.10cm,,,2012,Paintings,Oil / Canvas,1143,10/6/19,Sotheby's Hong Kong
Jeff Koons,GAZING BALL (VAN GOGH WHEATFIELD WITH CROWS),0,1175320,1,896700,1281000,Signed and Dated,116.80cm x 224.20cm x 37.50cm,,,2015,Sculptures,"Oil on canvas, glass and aluminium",1144,10/6/19,Sotheby's Hong Kong
Rudolf Stingel,UNTITLED,0,1713340,1,1409100,2305800,Unavailable,120.00cm x 109.50cm,,,2012,Mixed Media,"Electroformed copper, plated nickel and gold",1145,10/6/19,Sotheby's Hong Kong
Danh Vo,RED BULL,0,,0,384300,640500,Unavailable,62.70cm x 82.00cm,,,2010,Mixed Media,Gold / Cardboard,1146,10/6/19,Sotheby's Hong Kong
Alexander (Sandy) Calder,BLACK AND WHITE AND RED ON BLUE,0,544430,1,448350,640500,Signed and Dated,42.90cm x 42.50cm x 15.20cm,,,1956,Sculptures,"Sheet metal, wire and paint",1147,10/6/19,Sotheby's Hong Kong
Elizabeth Peyton,MAY 1999 (KIRSTY + ROE KISSING WEST 15TH STREET),0,913990,1,409920,614880,Signed and Dated,42.00cm x 35.80cm,,,1999,Paintings,Oil / Board,1148,10/6/19,Sotheby's Hong Kong
Richard Prince,UNTITLED (DE KOONING),0,606550,1,409920,614880,Signed and Dated,132.50cm x 188.40cm,,,2007,Paintings,"Acrylic, inkjet and oil crayon / Canvas",1149,10/6/19,Sotheby's Hong Kong
John Currin,THE PENITENT,0,2251360,1,1024800,1537200,Signed and Dated,107.00cm x 86.60cm,,,2004,Paintings,Oil / Linen,1150,10/6/19,Sotheby's Hong Kong
Mark Grotjahn,UNTITLED (LAVENDER BUTTERFLY OVER GREEN),0,883250,1,896700,1152900,Unavailable,70.20cm x 63.40cm,,,2004,Paintings,Oil / Linen,1151,10/6/19,Sotheby's Hong Kong
Andy Warhol,FLOWERS (THREE WORKS),0,744900,1,358680,461160,Signed and Dated,,,,1964,Paintings,Acrylic and silkscreen ink / Linen,1152,10/6/19,Sotheby's Hong Kong
Seo-Bo Park,ECRITURE NO. 90-85,0,512400,1,448350,704550,Signed and Dated,162.00cm x 130.00cm,,,1985,Paintings,Oil and pencil / Cotton,1153,10/6/19,Sotheby's Hong Kong
Nobuo Sekine,PHASE OF NOTHINGNESS - CLOTH AND STONE,0,352280,1,256200,384300,Signed and Dated,242.00cm x 110.00cm x 15.00cm,,,1970,Sculptures,"Clothstone, rope and wooden frame",1154,10/6/19,Sotheby's Hong Kong
Kazuo Shiraga,GESSHI,0,1713340,1,768600,1024800,Signed and Dated,160.00cm x 130.00cm,,,1991,Paintings,Oil / Canvas,1155,10/6/19,Sotheby's Hong Kong
Ufan Lee,FROM WINDS,0,714160,1,486780,742980,Signed and Dated,161.90cm x 130.50cm,,,1982,Paintings,Glue and mineral pigment / Linen,1156,10/6/19,Sotheby's Hong Kong
Sean Scully,LANDLINE FIRE,0,1713340,1,896700,1152900,Signed and Dated,215.90cm x 190.50cm,,,2014,Paintings,Oil / Aluminum,1157,10/6/19,Sotheby's Hong Kong
Jean Prouve,6X6 DEMOUNTABLE HOUSE,0,560440,1,512400,1024800,Unavailable,314.50cm x 600.00cm x 600.00cm,,,1944,Sculptures,Metalwood and glass,1158,10/6/19,Sotheby's Hong Kong
Yuxing Huang,COLOSSEUM,0,192150,1,102480,192150,Signed and Dated,208.00cm x 336.00cm,,,2011,Paintings,Acrylic and oil / Canvas,1159,10/6/19,Sotheby's Hong Kong
Georg Kern Baselitz,"ELKE, 1965",0,1405900,1,512400,768600,Signed and Dated,400.00cm x 300.00cm,,,96,Paintings,Oil / Canvas,1160,10/6/19,Sotheby's Hong Kong
Chunya Zhou,SOMEWHERE PEACH BLOSSOMS BLOOM,0,,0,896700,1152900,Signed and Dated,279.80cm x 198.00cm,,,2010,Paintings,Oil / Canvas,1161,10/6/19,Sotheby's Hong Kong
Takashi Murakami,MPGMP,0,1098460,1,640500,896700,Signed and Dated,200.00cm x 153.00cm,,,2011,Paintings,Acrylic / Canvas on board,1162,10/6/19,Sotheby's Hong Kong
KAWS,UNTITLED (MBFR7),0,,0,614880,794220,Signed and Dated,183.50cm x 305.00cm,,,2015,Paintings,Acrylic / Canvas,1163,10/6/19,Sotheby's Hong Kong
KAWS,COMPANION,0,1098460,1,768600,1152900,Unavailable,243.80cm x 121.90cm x 91.40cm,,,2010,Sculptures,Fiberglass and black rubberized paint,1164,10/6/19,Sotheby's Hong Kong
Walasse Ting,UNTITLED (FOUR LADIES),0,,0,5120,7690,Artist's Seal,38.00cm x 29.50cm,,,,Paintings,Acrylic / Paper,201,10/6/19,Sotheby's Hong Kong
Walasse Ting,UNTITLED (WOMAN WITH HAT),0,8010,1,6410,8970,Artist's Seal,54.00cm x 45.50cm,,,,Paintings,Acrylic / Paper,202,10/6/19,Sotheby's Hong Kong
Pow Martinez,INSTAGRAM STAR,0,6410,1,3330,4483,Signed and Dated,153.00cm x 184.00cm,,,2017,Paintings,Oil / Canvas,203,10/6/19,Sotheby's Hong Kong
Walasse Ting,UNTITLED (CAT),0,3522,1,2562,3843,Artist's Seal,23.00cm x 30.00cm,,,,Paintings,Acrylic / Paper,204,10/6/19,Sotheby's Hong Kong
Rodel Tapaya,THE CARNIVAL,0,41630,1,17930,32030,Signed and Dated,244.00cm x 183.00cm,,,8-Jul,Paintings,Acrylic / Canvas,205,10/6/19,Sotheby's Hong Kong
Oky Rey Montha,SATISFIED,0,,0,3843,6410,Signed and Dated,140.00cm x 180.00cm,,,2011,Paintings,Acrylic / Canvas,206,10/6/19,Sotheby's Hong Kong
Jigger Cruz,UNTITLED,0,19220,1,8970,11530,Signed and Dated,122.00cm x 91.50cm,,,2008,Paintings,Acrylic / Canvas,207,10/6/19,Sotheby's Hong Kong
Eko Nugroho,FANTASY 1,0,,0,15370,23060,Signed and Dated,200.00cm x 150.00cm,,,2008,Paintings,Acrylic / Canvas,208,10/6/19,Sotheby's Hong Kong
Rafiee Ghani,DANCING WITH THE DRAGONS,0,19220,1,7690,11530,Signed and Dated,209.00cm x 183.00cm,,,2019,Paintings,Oil / Canvas,210,10/6/19,Sotheby's Hong Kong
Arin Dwihartanto Sunaryo,THE FIRST SERIES,0,48040,1,25620,51240,Signed and Dated,178.00cm x 140.00cm,,,2015,Paintings,"Synthetic pigment, volcanic ash and digital print on wooden panel",211,10/6/19,Sotheby's Hong Kong
Suzlee Ibrahim,MEDITATION SERIES (RED MOUNTAIN),0,16010,1,6410,8970,Signed and Dated,153.00cm x 152.50cm,,,2014,Paintings,Oil and acrylic / Canvas,212,10/6/19,Sotheby's Hong Kong
Gede Mahendra Yasa,PAINTING #1,0,10410,1,7690,11530,Signed and Dated,150.00cm x 200.00cm,,,2007,Paintings,Oil / Canvas,213,10/6/19,Sotheby's Hong Kong
Natee Utarit,THE LAST DESCRIPTION OF THE OLD ROMANTIC,0,20820,1,17930,32030,Signed and Dated,70.00cm x 50.00cm,,,2005,Paintings,Oil / Canvas,214,10/6/19,Sotheby's Hong Kong
Marina Cruz,RED PETALS SWIRLING,0,35230,1,19220,32030,Signed and Dated,172.00cm x 121.50cm,,,2016,Paintings,Oil / Canvas,215,10/6/19,Sotheby's Hong Kong
Ronald Ventura,HIGH AT SPACE I,0,88070,1,57650,76860,Signed and Dated,153.00cm x 122.50cm,,,2010,Paintings,Oil / Canvas,216,10/6/19,Sotheby's Hong Kong
Raduan Man,INNER LOVE,0,6410,1,5120,7690,Signed and Dated,213.00cm x 213.00cm,,,2017,Paintings,Oil on jute,217,10/6/19,Sotheby's Hong Kong
S Dwi Setyo,HORIZON TRIP SERIES I,0,9610,1,5760,8330,Signed and Dated,150.00cm x 200.00cm,,,2019,Paintings,Oil / Canvas,218,10/6/19,Sotheby's Hong Kong
Brian Uhing,PHONE WITH GIRL IN RED (GIRL IN RED WITH PHONE),0,176140,1,19220,32030,Signed,122.00cm x 92.00cm,,,,Paintings,Oil / Canvas,219,10/6/19,Sotheby's Hong Kong
Jose Legaspi,UNTITLED,0,,0,8970,11530,Signed,68.50cm x 98.00cm,,,,Mixed Media,Mixed Mediagraphite and pastel / Paper,220,10/6/19,Sotheby's Hong Kong
Ismail Alwi,PEACEMAKER,0,6730,1,5120,7690,Signed and Dated,153.00cm x 183.00cm,,,2019,Paintings,Oil and acrylic / Canvas,221,10/6/19,Sotheby's Hong Kong
Rolando Ventura,IRONMAN 1:8:50,0,24020,1,11530,19220,Signed and Dated,152.50cm x 122.00cm,,,2015,Paintings,Acrylic / Canvas,222,10/6/19,Sotheby's Hong Kong
Handiwirman Sahputra,MAKAN (2),0,,0,28180,48680,Unavailable,,,,2008,Paintings,"Chicken with formalin, fiber-reinforced plastic and egg",223,10/6/19,Sotheby's Hong Kong
Gabriel (Gabby) Barredo,SPRING GRASS,0,6410,1,5120,7690,Unavailable,25.00cm x 50.00cm x 50.00cm,,,,Sculptures,"RubberFiber Glass, Aluminum, and Resin",224,10/6/19,Sotheby's Hong Kong
Agus Triyanto,MIRROR,0,20820,1,7690,11530,Signed and Dated,150.00cm x 200.00cm,,,2019,Paintings,Oil / Canvas,225,10/6/19,Sotheby's Hong Kong
Ivan Sagito,FARMERS,0,,0,2562,3843,Signed and Dated,74.00cm x 54.00cm,,,2000,Works on Paper,Watercolor / Paper,226,10/6/19,Sotheby's Hong Kong
Ahmad Zakii Anwar,MAN AND SHELL,0,,0,5120,7690,Signed,46.00cm x 78.50cm,,,2006,Paintings,Oil / Canvas,227,10/6/19,Sotheby's Hong Kong
Gabriel (Gabby) Barredo,TREE OF LIFE - GIFT,0,12010,1,7690,11530,Unavailable,93.00cm x 70.00cm x 70.00cm,,,2007,Mixed Media,Mixed Media,228,10/6/19,Sotheby's Hong Kong
Mariam Sofrina,TUGU SISTER CITIES WASTUKENCANA,0,,0,5120,7690,Signed and Dated,89.50cm x 139.50cm,,,2010,Paintings,Oil / Canvas,229,10/6/19,Sotheby's Hong Kong
Natee Utarit,YELLOW IS ALL NO. 2,0,35230,1,28180,48680,Signed and Dated,140.00cm x 170.00cm,,,2008,Paintings,Oil / Canvas,230,10/6/19,Sotheby's Hong Kong
Vu Cao Dam,GIRL PICKING FLOWERS,0,14410,1,7690,11530,Signed,33.50cm x 24.50cm,,,,Paintings,Oil on wooden board,231,10/6/19,Sotheby's Hong Kong
Vu Cao Dam,MATERNITÉ (MATERNITY),0,,0,15370,28180,Signed and Dated,40.50cm x 33.00cm,,,1953,Mixed Media,Mixed Media / Masonite,232,10/6/19,Sotheby's Hong Kong
Vu Cao Dam,MATERNITÉ (MATERNITY),0,32030,1,17930,32030,Signed and Dated,65.00cm x 50.50cm,,,1956,Paintings,Oil on wooden board,233,10/6/19,Sotheby's Hong Kong
Le Pho,"SKETCH FOR ""L'ILE HEUREUSE (HAPPY ISLAND)""",0,,0,7690,11530,Signed and Titled,20.00cm x 23.50cm,,,c. late 1920 - early 1930's,Works on Paper,Watercolor and pencil / Paper,234,10/6/19,Sotheby's Hong Kong
Alix Ayme,MOTHER AND CHILD FROM HUE,0,4803,1,5120,7690,Signed and Dated,39.00cm x 30.00cm,,,1925,Mixed Media,Mixed Media / Paper,235,10/6/19,Sotheby's Hong Kong
Le Pho,LA TENDRESSE (TENDERNESS),0,30420,1,23060,35870,Signed,46.00cm x 38.00cm,,,,Paintings,Oil / Canvas,236,10/6/19,Sotheby's Hong Kong
Le Pho,TULIPES ROUGES (RED TULIPS),0,28820,1,23060,32030,Inscribed and Signed,92.00cm x 60.00cm,,,,Paintings,Oil on silk mounted on board,237,10/6/19,Sotheby's Hong Kong
Le Pho,LES TULIPES JAUNES (YELLOW TULIPS),0,41630,1,33310,44840,Signed,89.00cm x 119.00cm,,,,Paintings,Oil / Canvas,238,10/6/19,Sotheby's Hong Kong
Le Pho,LE VOILE JAUNE (THE YELLOW VEIL),0,136110,1,57650,87110,Signed,34.50cm x 20.00cm,,,c. 1938,Works on Paper,Ink and gouache / Silk,239,10/6/19,Sotheby's Hong Kong
Le Pho,LE PRINTEMPS (SPRING),0,72060,1,30740,44840,Signed,81.00cm x 100.00cm,,,,Paintings,Oil / Canvas,240,10/6/19,Sotheby's Hong Kong
Le Pho,MOTHER AND CHILD ON A BALCONY,0,48040,1,38430,51240,Signed,34.00cm x 23.00cm,,,c. late 1930's,Works on Paper,Ink and gouache / Silk,241,10/6/19,Sotheby's Hong Kong
Pham Hau,A WOODEN CABINET WITH LACQUERED DOORS,0,240190,1,38430,64050,Unavailable,180.00cm x 125.00cm x 51.00cm,,,,Sculptures,Wood and lacquer,242,10/6/19,Sotheby's Hong Kong
Pham Hau,POISSONS (GOLDFISH),0,76860,1,25620,38430,Signed,50.50cm x 80.50cm,,,,Paintings,Lacquer / Wood,243,10/6/19,Sotheby's Hong Kong
Le Quoc Loc,LANDSCAPE OF VIETNAM (IN 2 PARTS),0,72060,1,28180,48680,Signed,141.00cm x 100.00cm,,,,Paintings,Lacquer / Panel,245,10/6/19,Sotheby's Hong Kong
Nguyen Tu Nghiem,DOGS,0,9610,1,7690,11530,Signed and Dated,30.00cm x 41.00cm,,,1988,Paintings,Lacquer / Wood,246,10/6/19,Sotheby's Hong Kong
Nguyen Sang,VIETNAMESE VILLAGERS,0,,0,12810,19220,Unavailable,50.00cm x 100.00cm,,,c. 1950's,Paintings,Lacquer on wooden panel,247,10/6/19,Sotheby's Hong Kong
Pham Hau,PALACE IN A LANDSCAPE,0,44840,1,25620,38430,Unavailable,48.00cm x 25.00cm x 8.00cm,,,c. 1935-40,Sculptures,Lacquer on wooden box,248,10/6/19,Sotheby's Hong Kong
Tien Chung Nguyen,STILL LIFE,0,,0,3843,6410,Signed,14.00cm x 18.00cm,,,,Works on Paper,Gouache / Paper,249,10/6/19,Sotheby's Hong Kong
Xuan Phai Bui,NEW PIG YEAR WISHES,0,5600,1,2562,3843,Signed and Dated,17.00cm x 21.50cm,,,1983,Mixed Media,Mixed Media / Paper,250,10/6/19,Sotheby's Hong Kong
Xuan Phai Bui,STILL LIFE,0,6410,1,5120,7690,Signed and Dated,27.00cm x 38.50cm,,,1972,Paintings,Acrylic on newspaper,251,10/6/19,Sotheby's Hong Kong
Nguyen Tu Nghiem,PERFORMERS,0,6410,1,5120,7690,Signed and Dated,33.50cm x 65.50cm,,,1968,Works on Paper,Gouache / Paper,252,10/6/19,Sotheby's Hong Kong
Mai Trung Thu,LES ENFANTS AU BAIN (CHILDREN BATHING),0,288230,1,64050,89670,Signed and Dated,54.50cm x 46.00cm,,,1971,Works on Paper,Ink and gouache / Silk,253,10/6/19,Sotheby's Hong Kong
Le Pho,MÈRE ET FILS (MOTHER AND SON),0,,0,51240,76860,Signed,72.50cm x 57.00cm,,,c. 1947,Works on Paper,Ink and gouache on silk laid on paper,255,10/6/19,Sotheby's Hong Kong
Nguyen Hoang Hoanh,MOTHER AND SON ON A HAMMOCK,0,12810,1,10250,15370,Signed,81.50cm x 58.00cm,,,c. 1970's,Works on Paper,Ink and gouache / Silk,256,10/6/19,Sotheby's Hong Kong
Le Pho,MOTHER AND CHILD,0,35230,1,28180,48680,Signed,45.00cm x 37.00cm,,,,Works on Paper,Ink and gouache / Silk,257,10/6/19,Sotheby's Hong Kong
Van Tho Tran,GIRL WITH A MIRROR,0,11210,1,8970,10250,Signed,45.00cm x 31.00cm,,,,Works on Paper,Ink and gouache / Silk,258,10/6/19,Sotheby's Hong Kong
Mai Trung Thu,LA PRIERE,0,48040,1,35870,48680,Signed and Dated,46.50cm x 29.50cm,,,1941,Works on Paper,Ink and gouache / Silk,259,10/6/19,Sotheby's Hong Kong
Le Pho,NATURE MORTE (STILL LIFE),0,104080,1,38430,64050,Signed,81.00cm x 54.00cm,,,c. 1960,Paintings,Oil / Canvas,260,10/6/19,Sotheby's Hong Kong
Joseph Inguimberty,NATURE MORTE (STILL LIFE),0,96080,1,17930,32030,Signed,73.00cm x 92.00cm,,,,Paintings,Oil / Canvas,261,10/6/19,Sotheby's Hong Kong
Le Pho,NATURE MORTE (STILL LIFE),0,99280,1,28180,48680,Signed,45.50cm x 27.00cm,,,c. 1957,Paintings,Oil on silk laid on board,262,10/6/19,Sotheby's Hong Kong
Joseph Inguimberty,RURAL LANDSCAPE,0,96080,1,76860,115290,Signed and Dated,97.00cm x 151.00cm,,,1938,Paintings,Oil / Canvas,263,10/6/19,Sotheby's Hong Kong
